,carat,cut_Fair,cut_Good,cut_Ideal,cut_Premium,cut_Very Good,color_D,color_E,color_F,color_G,color_H,color_I,color_J,clarity_I1,clarity_IF,clarity_SI1,clarity_SI2,clarity_VS1,clarity_VS2,clarity_VVS1,clarity_VVS2,cut,color,clarity,priceperpoint,carat_discrete
36768,0.34,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,5,2,1
36769,0.34,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,3,4,2,1
36770,0.34,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,4,2,2,1
36771,0.3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,2,2,1
36772,0.3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,2,1
36773,0.34,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,3,4,2,1
36774,0.34,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,3,4,2,1
36775,0.3,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,4,1,2,1
36776,0.3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,2,1
36777,0.3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,2,1
36778,0.3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,2,1
36779,0.51,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,7,6,1,2
36780,0.39,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,4,3,2,1
36781,0.39,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,3,4,2,1
36782,0.35,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,5,2,2,1
36783,0.34,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,4,2,2,1
36784,0.34,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,4,2,2,1
36785,0.34,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,5,2,1
36786,0.34,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,5,2,1
36787,0.34,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,5,2,1
36788,0.34,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,5,2,1
36789,0.34,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,5,2,1
36790,0.34,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,5,2,1
36791,0.34,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,5,2,1
36792,0.34,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,5,2,1
36793,0.34,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,5,2,1
36794,0.34,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,5,2,1
36795,0.34,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,5,2,1
36796,0.34,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,5,2,1
36797,0.34,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,5,2,1
36798,0.34,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,5,2,1
36799,0.34,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,5,2,1
36800,0.3,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,4,1,2,1
36801,0.3,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,4,1,2,1
36802,0.3,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,4,1,2,1
36803,0.3,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,4,1,2,1
36804,0.3,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,4,1,2,1
36805,0.3,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,4,1,2,1
36806,0.3,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,4,1,2,1
36807,0.3,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,4,1,2,1
36808,0.3,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,4,1,2,1
36809,0.3,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,4,1,2,1
36810,0.3,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,4,1,2,1
36811,0.3,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,4,1,2,1
36812,0.3,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4,4,1,2,1
36813,0.3,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,4,1,2,1
36814,0.3,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,4,1,2,1
36815,0.51,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,6,7,1,2
36816,0.51,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,3,7,1,2
36817,0.7,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,5,4,8,1,2
36818,0.7,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,5,4,8,1,2
36819,0.7,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,5,4,8,1,2
36820,0.7,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,5,4,8,1,2
36821,0.7,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,5,4,8,1,2
36822,0.33,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,1,2,1
36823,0.3,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,1,2,1
36824,0.44,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,6,3,2,1
36825,0.56,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,7,6,1,2
36826,0.41,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,2,2,1
36827,0.36,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,2,1
36828,0.33,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,3,1,2,1
36829,0.33,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,3,1,2,1
36830,0.3,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1,2,1
36831,0.3,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1,2,1
36832,0.3,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1,2,1
36833,0.3,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1,2,1
36834,0.34,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,2,2,1
36835,0.37,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,5,3,2,1
36836,0.37,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,5,3,2,1
36837,0.37,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,4,4,2,1
36838,0.37,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,4,4,2,1
36839,0.37,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,4,4,2,1
36840,0.37,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,4,4,2,1
36841,0.37,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,3,5,2,1
36842,0.37,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,3,5,2,1
36843,0.37,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,3,5,2,1
36844,0.37,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,3,5,2,1
36845,0.37,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,3,5,2,1
36846,0.37,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,3,5,2,1
36847,0.37,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,3,5,2,1
36848,0.37,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,3,5,2,1
36849,0.37,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,3,5,2,1
36850,0.37,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,3,5,2,1
36851,0.37,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,3,5,2,1
36852,0.37,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,3,5,2,1
36853,0.37,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,3,5,2,1
36854,0.33,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,4,2,1
36855,0.31,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,1,2,1
36856,0.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,7,1,2
36857,0.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,7,1,2
36858,0.42,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,5,2,1
36859,0.42,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,5,2,1
36860,0.42,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,5,2,1
36861,0.42,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,5,2,1
36862,0.42,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,5,2,1
36863,0.39,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,3,4,2,1
36864,0.39,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,5,2,1
36865,0.39,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,5,2,1
36866,0.42,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,5,2,1
36867,0.42,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,5,2,1
36868,0.42,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,5,2,1
36869,0.42,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,5,2,1
36870,0.39,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,4,3,2,1
36871,0.42,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,5,2,1
36872,0.42,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,5,2,1
36873,0.42,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,5,2,1
36874,0.42,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,5,2,1
36875,0.39,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,3,4,2,1
36876,0.39,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,5,2,1
36877,0.42,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,5,2,1
36878,0.42,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,5,2,1
36879,0.5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,5,7,1,2
36880,0.5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,5,7,1,2
36881,0.32,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,3,1,2,1
36882,0.31,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1,2,1
36883,0.4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,4,2,1
36884,0.51,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4,6,6,1,2
36885,0.34,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3,2,2,1
36886,0.55,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,5,7,1,2
36887,0.35,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,4,1,2,1
36888,0.35,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,4,1,2,1
36889,0.5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4,7,6,1,2
36890,0.31,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3,2,2,1
36891,0.31,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3,2,2,1
36892,0.31,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,3,2,2,1
36893,0.31,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3,2,2,1
36894,0.31,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,3,2,2,1
36895,0.33,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,5,1,2,1
36896,0.33,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,5,1,2,1
36897,0.33,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,5,1,2,1
36898,0.4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,4,2,1
36899,0.41,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,5,2,1
36900,0.41,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,4,3,2,1
36901,0.37,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3,2,2,1
36902,0.4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,3,4,2,1
36903,0.48,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,4,6,1,1
36904,0.4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5,4,6,2,1
36905,0.32,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,5,2,1
36906,0.42,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,4,3,2,1
36907,0.42,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,2,1
36908,0.42,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,6,1,2,1
36909,0.42,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,6,1,2,1
36910,0.42,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,6,1,2,1
36911,0.34,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,4,2,1
36912,0.41,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,5,3,2,1
36913,0.41,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,5,3,2,1
36914,0.41,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,5,3,2,1
36915,0.41,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,4,4,2,1
36916,0.41,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,4,4,2,1
36917,0.41,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,4,4,2,1
36918,0.41,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,4,4,2,1
36919,0.41,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,4,4,2,1
36920,0.41,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,4,4,2,1
36921,0.41,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,4,4,2,1
36922,0.41,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,4,4,2,1
36923,0.41,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,4,4,2,1
36924,0.41,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,4,4,2,1
36925,0.41,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,4,4,2,1
36926,0.41,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,4,4,2,1
36927,0.41,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,4,4,2,1
36928,0.41,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,4,4,2,1
36929,0.41,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,4,4,2,1
36930,0.24,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,3,2,1,1
36931,0.24,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,3,2,1,1
36932,0.24,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,3,2,1,1
36933,0.23,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,2,1,1
36934,0.24,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,2,1,1
36935,0.23,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,2,1,1
36936,0.23,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,2,1,1
36937,0.23,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,2,1,1
36938,0.23,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,2,1,1
36939,0.24,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,2,1,1
36940,0.23,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,2,1,1
36941,0.34,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,3,7,1,1
36942,0.26,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,5,3,1,1
36943,0.35,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,7,4,1,1
36944,0.26,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,4,4,1,1
36945,0.23,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,2,1,1
36946,0.32,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,5,6,1,1
36947,0.32,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,5,6,1,1
36948,0.3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,6,1,1
36949,0.28,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,5,2,1,1
36950,0.25,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,5,1,1
36951,0.25,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,3,4,1,1
36952,0.27,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,6,3,1,1
36953,0.27,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,6,3,1,1
36954,0.33,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,6,5,1,1
36955,0.33,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,6,5,1,1
36956,0.27,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,5,4,1,1
36957,0.27,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,5,4,1,1
36958,0.28,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4,5,2,1,1
36959,0.32,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,7,6,1,1
36960,0.41,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,4,4,2,1
36961,0.41,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,4,4,2,1
36962,0.41,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,4,4,2,1
36963,0.41,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,4,4,2,1
36964,0.41,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,4,4,2,1
36965,0.41,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,4,4,2,1
36966,0.41,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,4,4,2,1
36967,0.41,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,4,4,2,1
36968,0.41,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,4,4,2,1
36969,0.34,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,4,2,1
36970,0.39,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,3,2,1
36971,0.42,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,4,3,2,1
36972,0.41,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,5,4,2,1
36973,0.38,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4,4,4,2,1
36974,0.43,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,5,2,1
36975,0.4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,2,1
36976,0.4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,4,2,1
36977,0.42,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,4,3,2,1
36978,0.5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4,7,5,1,2
36979,0.38,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,2,1
36980,0.38,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,2,1
36981,0.38,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,2,1
36982,0.38,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,2,1
36983,0.24,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3,2,2,1
36984,0.5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,7,6,1,2
36985,0.38,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,5,2,1
36986,0.51,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4,5,7,1,2
36987,0.51,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,5,7,1,2
36988,0.41,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,4,2,1
36989,0.41,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,4,2,1
36990,0.33,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3,2,2,1
36991,0.54,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,6,7,1,2
36992,0.5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,5,7,1,2
36993,0.5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,5,7,1,2
36994,0.54,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,7,6,1,2
36995,0.41,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,6,2,1
36996,0.41,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,6,2,1
36997,0.35,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,2,1
36998,0.39,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,2,1
36999,0.44,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,4,4,2,1
37000,0.5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4,7,5,1,2
37001,0.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,6,6,1,2
37002,0.55,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,7,6,1,2
37003,0.3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,3,2,1
37004,0.3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,2,1
37005,0.33,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,5,2,2,1
37006,0.33,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,5,2,2,1
37007,0.33,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,5,2,2,1
37008,0.33,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,5,2,2,1
37009,0.33,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,4,3,2,1
